id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
534550,https://www.nocarz.pl/rooms/534550,20250305023237,2025-03-06,city scrape,Large 3BR bright with balconies,,"Stay in the heart of Barcelona in a great location for exploring the city on your own.  Our apartments located at: Ronda Sant Pau 1 are situated opposite the Paral.lel metro station and Las Ramblas is just a 10 minute walk.  We are in a vibrant neighbourhood with many restaurants, cafes and grocery stores. We are just 950 m. from Barcelona Port.",,2608724,https://www.nocarz.pl/users/show/2608724,Stay Together Barcelona Apartments,2012-06-11,"Barcelona, Spain",,within an hour,100%,,t,,,Sant Antoni,5,6,"['email', 'phone', 'work_email']",t,t,"Barcelona, Cataluna, Spain",Sant Antoni,Eixample,,2.16727,Entire serviced apartment,Entire home/apt,9,2.0,,3,8,"[""Safe"", ""Ceiling fan"", ""Dedicated workspace"", ""Blender"", ""Shampoo"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Bathtub"", ""Drying rack for clothing"", ""Coffee maker: Nespresso"", ""Free dryer \u2013 In unit"", ""Long term stays allowed"", ""43 inch HDTV with standard cable"", ""Hot water"", ""Cleaning available during stay"", ""Baking sheet"", ""Iron"", ""Bed linens"", ""Baby bath"", ""Self check-in"", ""City skyline view"", ""Private patio or balcony"", ""Single level home"", ""Oven"", ""Dishwasher"", ""Wifi"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Smoke alarm"", ""Wine glasses"", ""Paid parking lot off premises"", ""First aid kit"", ""Clothing storage: closet"", ""Fire extinguisher"", ""Central heating"", ""Exterior security cameras on property"", ""Hot water kettle"", ""Cooking basics"", ""Crib"", ""Coffee"", ""Dining table"", ""Cleaning products"", ""Room-darkening shades"", ""Pack \u2019n play/Travel crib - available upon request"", ""Microwave"", ""Central air conditioning"", ""Kitchen"", ""Bidet"", ""Hair dryer"", ""Toaster"", ""Electric stove"", ""Hangers"", ""Body soap"", ""Free washer \u2013 In unit"", ""Elevator"", ""Extra pillows and blankets"", ""Essentials"", ""Lockbox"", ""High chair"", ""Shower gel""]",,3,90,,4,28,,,28.8,,,,29,59,267,,705,166,13,,176,255,91035,2012-09-07,2025-02-28,4.96,4.96,4.93,4.98,,4.83,4.87,HUTB-002241,t,,,0,0,4.63
585872,https://www.nocarz.pl/rooms/585872,20250305023237,2025-03-05,city scrape,"bmar Happy Flat in Barceloneta Beach, old town!","Please send us a message to confirm availability.<br /><br />Beautiful charming and comfortable spacious 1 bedroom apartment located in central Barcelona, in Barceloneta, in a very nice and safe neighbourhood. This is a nice 1 bedroom apartment in a perfect location in the city!",,https://a0.muscache.com/pictures/miso/Hosting-585872/original/a70fdd1d-305c-4e8e-93e3-308a3544acdc.jpeg,1447144,https://www.nocarz.pl/users/show/1447144,,2011-11-27,"Barcelona, Spain","Apartamentos ACOMODIS en Barcelona

Somos un pequeña gran familia que ofrece apartamentos turísticos de calidad con atención personal. Siempre disponibles, garantizamos transparencia, experiencias únicas y recomendaciones locales para disfrutar Barcelona.

Nuestros alojamientos combinan comodidad y estilo, enriqueciendo tu experiencia. Nos dedicamos a ofrecer un servicio cercano y profesional para que disfrutes al máximo tu estancia en Barcelona.",within an hour,79%,24%,f,https://a0.muscache.com/im/pictures/user/f1ba627d-3c72-4140-8415-f63c7ca17a33.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f1ba627d-3c72-4140-8415-f63c7ca17a33.jpg?aki_policy=profile_x_medium,El Poble-sec,306,503,"['email', 'phone']",t,t,,la Barceloneta,Ciutat Vella,41.38188,2.18968,Entire rental unit,Entire home/apt,3,1.0,1 bath,1,,"[""Extra pillows and blankets"", ""Coffee maker"", ""Refrigerator"", ""Heating"", ""Long term stays allowed"", ""Hot water"", ""Iron"", ""Bed linens"", ""TV"", ""Wifi"", ""Dishes and silverware"", ""Wine glasses"", ""Stove"", ""Cooking basics"", ""Clothing storage"", ""Freezer"", ""Dining table"", ""Cleaning products"", ""Washer"", ""Microwave"", ""Kitchen"", ""Hair dryer"", ""Toaster"", ""Hangers"", ""Air conditioning"", ""Essentials""]",$173.00,2,330,2,2,,,2.0,330.0,,t,29,56,85,,2025-03-05,0,0,0,297,,0,,,,,,,,,,,,f,297,297,0,0,
588996,https://www.nocarz.pl/rooms/588996,20250305023237,,city scrape,Renewed apartment at The Eixample (HUTB-003387),"Renovated apartment located between Plaza España and the city centre, very close to Plaza Catalunya and Las Ramblas. The Eixample district is full of shops and restaurants. Just 2 minutes from the building is the bus stop direct to the airport, as well as a metro station (Urgell).<br /><br />The Tourist Tax is not included in the price of the apartment. It costs €6.25 per adult (over 16 years old) per night up to a maximum of seven nights.",,,2843608,https://www.nocarz.pl/users/show/2843608,Fernando,2012-07-05,"Barcelona, Spain",Soy una persona afable a la que le encanta conocer gente nueva y viajar. Me encanta que la gente que venga a mi apartamento se encuentre como en su casa y por ello lo he decorado como si fuera a vivir yo en él.,,100%,98%,t,https://a0.muscache.com/im/users/2843608/profile_pic/1341532384/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/2843608/profile_pic/1341532384/original.jpg?aki_policy=profile_x_medium,Sant Antoni,1,1,"['email', 'phone']",t,t,,Sant Antoni,Eixample,41.37971,2.1575,Entire rental unit,Entire home/apt,,1.0,,2,3,,$125.00,3,,3,3,,,3.0,30.0,,t,0,0,0,0,,442,66,7,0,65,255,,2013-03-02,2025-03-02,4.83,4.85,4.87,4.99,4.98,4.89,4.78,HUTB-003387,,1,1,0,0,3.02
621656,https://www.nocarz.pl/rooms/621656,20250305023237,,city scrape,,"If you are looking for a big room with a comfortable bed full of amazing reviews (600!!!) near Sants train station and the airport El Prat in Barcelona. <br /><br />I have The Room for you. <br /><br />Make sure you are okay with cats because I have one, her name's Minnie 🐈<br /><br />To comply with the new rules of tourism in Spain, your personal information will be requested  upon arrival. <br /><br />⚠️ The kitchen is for my own personal use.","I live 10 min walk from Plaza España Subway L1, L3, and L8. <br />And 15 min walk from Sants Train Station and Sants Subway L3 and L5. <br />If you are coming from the airport you can take the blue aerobus (6 euros) and get off in Plaza España or take the local red bus 46 (2,40 euros) and get off a stop before plaza España and then walk 5 blocks to my place. <br />Once you are on the bus, you will take 30 mins to get to my place.   <br />I live 10 minutes from Plaza España where you can find everything.",https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6NjIxNjU2/original/549e508a-9bea-4e4a-aede-515990ec87af.jpeg,3081150,,Andrea,2012-07-28,Spain,I have been living in Barcelona for 22 years and I simply love it! You are more than welcome to come and enjoy it too!,within an hour,100%,100%,t,,https://a0.muscache.com/im/pictures/user/User-3081150/original/480273f8-a633-40f4-bc00-b7b05884fa0c.jpeg?aki_policy=profile_x_medium,,2,3,,,t,"Barcelona, Catalonia, Spain",,Sants-Montjuïc,,,Private room in rental unit,Private room,2,1.0,1 shared bath,1,1,"[""Shampoo"", ""Host greets you"", ""Refrigerator"", ""Room-darkening shades"", ""Hangers"", ""Iron"", ""Body soap"", ""Luggage dropoff allowed"", ""Laundromat nearby"", ""Portable heater"", ""Ceiling fan"", ""Bed linens"", ""Extra pillows and blankets"", ""Drying rack for clothing"", ""Portable fans"", ""Dishes and silverware"", ""Wifi"", ""Shower gel"", ""Freezer"", ""Hot water kettle"", ""Essentials"", ""Paid parking off premises"", ""Hot water"", ""Conditioner"", ""Washer"", ""Hair dryer"", ""Elevator""]",$56.00,1,10,1,1,1125,1125,1.0,1125.0,,t,1,4,7,105,2025-03-11,,120,,,117,255,14280,2015-05-31,2025-03-09,4.85,4.88,4.93,,4.91,,,,t,2,0,2,0,3.55
645513,,20250305023237,2025-03-05,,"BEACH ,ATTIC APARTMENT TERRACE !","Loft attic terrace , 65 square meters with high ceiling and lots of natural light.FIBRA OPTICA and WIFI,smart tv, Netflix etc etc, Quiet neighbourhood but not boring at all! Cozy roof terrace from which you can see the sea and balcony with mountain view. 5 min walk to the beach!<br />Metro just 3 blocks from apartment less then 5 min walk. City center just only 4 metro stops away. Local Rambla full with terraces bar and restaurants and local people young and old.","This neighbourhood used to be an industrial area which is now developing into a trendy and arty district with a mixture of  families and  young people.<br />At the rambla of Pueblo Nou there is a great variety of bars and local restaurants, supermarkets and a market for fresh fish, meat and groceries, all at walking distance. Also the city center is easy to reach: a metro station is 5 minutes away (just 4 stops to city center) or even by bike which you can rent in many places.<br />This area is still a very local Catalan neighbourhood!  It is very quiet (No citycenter noise) and still not discovered by most tourists. A unique place between the lively and cultural center of Barcelona and the beautiful sandy beach! <br /><br />It is the combination of the old style",https://a0.muscache.com/pictures/e2a97482-bd1e-47ae-a5da-9016e6244c3e.jpg,3041333,,,2012-07-24,"Barcelona, Spain","Hi I am Kees!

 After a couple of years living and working abroad I decided 17 years ago to move from Amsterdam to Barcelona.  Now a days working as tour guide I will be more than  pleased to help you out finding your way around. .",a few days or more,40%,3%,f,https://a0.muscache.com/im/users/3041333/profile_pic/1346663575/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/3041333/profile_pic/1346663575/original.jpg?aki_policy=profile_x_medium,La Vila Olímpica,1,,"['email', 'phone']",,,,el Poblenou,Sant Martí,41.39698,2.19963,Entire rental unit,Entire home/apt,4,1.0,1 bath,2,,"[""Coffee maker"", ""Pocket wifi"", ""Refrigerator"", ""Host greets you"", ""Heating"", ""Air conditioning"", ""Hot water"", ""BBQ grill"", ""Babysitter recommendations"", ""TV with standard cable"", ""Beach access \u2013 Beachfront"", ""Iron"", ""Bed linens"", ""Baby bath"", ""Private patio or balcony"", ""Wifi"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Waterfront"", ""Fire extinguisher"", ""Stove"", ""Exterior security cameras on property"", ""Cooking basics"", ""Crib"", ""Washer"", ""Microwave"", ""Essentials"", ""Kitchen"", ""Hair dryer"", ""Hangers"", ""Ethernet connection"", ""Extra pillows and blankets"", ""Children\u2019s dinnerware""]",$152.00,7,28,,4,28,28,4.0,28.0,,t,,0,,150,,180,,0,,3,42,6384,2012-10-08,,4.67,4.67,4.75,4.82,,,,HUTB-184050,f,,,0,0,1.19
667177,https://www.nocarz.pl/rooms/667177,,2025-03-06,city scrape,,"Enjoy the good weather of Barcelona on a large terrace where take sunbathing and celebrate relaxed dinners with friends (you will have all you need in the kitchen)... at 20 minutes of the beach!<br />Please, ask for the parking's availability  before of the booking. It's with suplement.The garage is at 200 metres of the house.","Poblenou is the trendy neighborhood of the city. What was an old industrial area (it was called Catalan Manchester) has preserved some of its old brick factory buildings seen to make way to the so-called 22@ neighborhood, where housing buildings with artistic spaces and new technology companies coexist. Well connected, with a pulsating neighborhood life... and with the beaches of Nova Icaria and Bogatell close to the house!<br />On the side of the house you can visit the DHUB Museum (Design and fashion), Mercado dels Encants (an old market), the Music Museum, the Vila Casas Foundation...",https://a0.muscache.com/pictures/28488034/03c34f14_original.jpg,3357515,https://www.nocarz.pl/users/show/3357515,Teresa,2012-08-24,"Linyola, Spain","We like to open our houses for guests who are searching for special places with spirit. For that reason we are offering comfortable, clean and spacious houses with a lot of personality. In our houses you will find comfortable beds, well equipped kitchens (we both like to cook), complete bathrooms, a large music collection and art. 
When we are travelling we like to find similar places. In our houses you can enjoy outside life in the garden or the roof terrace. Living in Spain and in Holland at the same time, permits us to receive guests in our houses.

A Ronald y a mi nos gusta abrir nuestras casas a quienes les gusta disfrutar de espacios especiales, diferentes y con alma. Por eso ofrecemos un lugar cómodo, limpio y con mucha personalidad que ofrece lo que nos gusta encontrar  cuando viajamos: una buena situación, detalles bonitos, espacio suficiente, posibilidad de estar al aire libre (comiendo o leyendo –por ejemplo– en el jardín)... ¡y camas muy cómodas con ropa de algodón!
Nuestra afición por la gastronomía se ve reflejada en una cocina muy bien equipada.
El vivir a caballo entre dos países (España y Holanda) nos permite alquilar nuestros hogares temporalmente.

We vinden het leuk om onze huizen open te stellen om gasten te ontvangen. We bieden comfortabele, schone, ruime huizen aan met bijzonder kenmerken. In onze huizen zijn comfortabele bedden, complete badkamers,zeer volledig uitgeruste keukens (beiden houden we van koken), een grote muziekcollectie en kunst te vinden.
Als we zelf reizen zijn dit de plekken waar we zelf graag komen. In beide huizen kun je genieten van het buitenleven in tuin of dakterras. Doordat we tegelijkertijd in Spanje en Holland leven kunnen we altijd gasten ontvangen in een van onze huizen.",within an hour,90%,98%,t,,https://a0.muscache.com/im/pictures/user/6bd501d7-9778-4175-88ea-8cb997f7452b.jpg?aki_policy=profile_x_medium,Glòries - El Parc,4,,"['email', 'phone']",,,,el Parc i la Llacuna del Poblenou,,41.40062,2.18952,Entire townhouse,Entire home/apt,6,1.0,,3,4,"[""Coffee maker"", ""Shampoo"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Bathtub"", ""Drying rack for clothing"", ""Books and reading material"", ""Host greets you"", ""Paid parking off premises"", ""Heating"", ""Long term stays allowed"", ""Hot water"", ""Children\u2019s books and toys"", ""Pack \u2019n play/Travel crib"", ""BBQ grill"", ""Iron"", ""Bed linens"", ""Private backyard"", ""Private patio or balcony"", ""Oven"", ""Dryer"", ""Dishwasher"", ""Paid parking on premises"", ""TV"", ""Wifi"", ""Dishes and silverware"", ""Smoke alarm"", ""Stove"", ""Cooking basics"", ""Crib"", ""Cleaning products"", ""Washer"", ""Microwave"", ""Kitchen"", ""Hair dryer"", ""Hangers"", ""Body soap"", ""Air conditioning"", ""Essentials"", ""Shower gel""]",$309.00,,90,,3,,1125,3.0,1125.0,,t,28,51,51,51,,285,,0,51,,138,42642,2012-12-04,2025-01-29,4.82,4.81,,4.92,,4.52,,,t,1,1,0,0,1.91
684160,https://www.nocarz.pl/rooms/684160,20250305023237,2025-03-05,city scrape,Beautiful apartment for 1 people,,,https://a0.muscache.com/pictures/81a656d2-f205-4913-b233-03712d3a3411.jpg,2001386,,Silvina,2012-03-24,"Barcelona, Spain","Soy una persona tranquila, sociable y me gusta divertirme. Si tienen consultas acerca de esta habitacion no duden en contactarme.

I am a quiet person, sociable and I like to have fun. If you have questions about this room do not hesitate to contact me.",N/A,N/A,100%,f,https://a0.muscache.com/im/users/2001386/profile_pic/1407618344/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/2001386/profile_pic/1407618344/original.jpg?aki_policy=profile_x_medium,Sant Pere/Santa Caterina,1,3,"['email', 'phone']",t,t,,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,41.38245,2.1841,Private room in rental unit,,1,1.0,1 bath,1,2,"[""Wifi"", ""Washer"", ""Kitchen"", ""Smoking allowed"", ""Elevator""]",,2,50,2,2,50,,2.0,50.0,,,0,0,,94,2025-03-05,1,,0,,0,0,0,2023-12-23,,,4.0,,5.0,,5.0,,,t,1,0,1,,
,,20250305023237,,city scrape,Stylish apartment Sant Antoni with balcony,Licence number: HUTB-004433,,https://a0.muscache.com/pictures/10366364/efac0eda_original.jpg,3193594,https://www.nocarz.pl/users/show/3193594,,2012-08-08,"Barcelona, Spain","Originally from Holland, I have been living in Barcelona since Summer 2004.
Looking forward to welcome you in Barcelona and to help you on your way to explore this sunny city at the sea side.
I work at Barcelona Housing Services SL and the apartments I have for rent are all from this company. We rent it out on a professional basis, yet with personal service ;)",,,59%,t,https://a0.muscache.com/im/pictures/user/5c860b56-c6e3-49fc-a487-12405295f17c.jpg?aki_policy=profile_small,,la Sagrada Familia,,10,"['email', 'phone', 'work_email']",t,t,,Sant Antoni,Eixample,41.3777,2.16198,Entire rental unit,Entire home/apt,,1.0,1 bath,1,1,"[""Coffee maker"", ""Refrigerator"", ""Heating"", ""Long term stays allowed"", ""Hot water"", ""Pack \u2019n play/Travel crib"", ""Iron"", ""Self check-in"", ""Keypad"", ""Private patio or balcony"", ""Paid parking on premises"", ""TV"", ""Wifi"", ""Dishes and silverware"", ""Exterior security cameras on property"", ""Cooking basics"", ""Crib"", ""Washer"", ""Microwave"", ""Kitchen"", ""Hair dryer"", ""Hangers"", ""Air conditioning"", ""Essentials""]",$152.00,4,30,4,,30,30,4.2,30.0,,t,0,0,0,0,2025-03-06,5,2,,0,,16,,,2024-07-05,4.8,,,5.0,5.0,5.0,4.8,HUTB-004433,f,10,10,,0,0.07
696301,https://www.nocarz.pl/rooms/696301,20250305023237,2025-03-06,previous scrape,Fantastic rooms in center of Bcn!,,,https://a0.muscache.com/pictures/9312313/c839a6e5_original.jpg,3565553,https://www.nocarz.pl/users/show/3565553,José Luis,2012-09-14,"Barcelona, Spain","Soy profesor de literatura y vivo solo, por lo que estoy encantado de recibir amigos en casa. Me gusta mucho leer, visitar museos y exposiciones, e informarme sobre arte, por lo que puedo ser un estupendo anfitrión y te explicaré todo lo que quieras visitar. También me gusta salir de fiesta, y conozco los mejores sitios de Barcelona.",N/A,N/A,N/A,f,,https://a0.muscache.com/im/users/3565553/profile_pic/1347617426/original.jpg?aki_policy=profile_x_medium,,1,,,,t,,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,41.38902,,Private room in rental unit,Private room,2,,,2,,"[""Coffee maker"", ""Shampoo"", ""TV"", ""Washer"", ""Wifi"", ""Dishes and silverware"", ""Backyard"", ""Iron"", ""Refrigerator"", ""Kitchen"", ""Microwave"", ""Elevator"", ""Smoking allowed"", ""Hangers"", ""Heating"", ""Cooking basics"", ""Essentials""]",,1,30,1,1,30,30,1.0,30.0,,,0,0,,0,2025-03-06,51,0,0,0,,0,,2012-09-26,,4.76,4.82,4.59,4.78,4.9,4.88,4.75,,f,1,0,1,0,0.34
856159,https://www.nocarz.pl/rooms/856159,20250305023237,2025-03-11,city scrape,,"Beautiful apartment in Rambla del Poblenou 5 minutes from the beach, in a cosmopolitan and nice atmosphere in the most fashionable area of Barcelona.",,https://a0.muscache.com/pictures/12321686/d97665b4_original.jpg,,https://www.nocarz.pl/users/show/4460420,Edina,2012-12-21,"Barcelona, Spain",Olivia is very nice guest.,within a few hours,,100%,t,https://a0.muscache.com/im/pictures/user/46dca2cc-0d71-4f14-b8c8-970a5f0f2baf.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/46dca2cc-0d71-4f14-b8c8-970a5f0f2baf.jpg?aki_policy=profile_x_medium,,1,4,"['email', 'phone']",t,t,"Barcelona, Catalonia, Spain",el Poblenou,,41.40175,2.19831,,Private room,3,1.0,1 shared bath,,,,$25.00,30,,30,30,1125,1125,,1125.0,,t,,0,,0,2025-03-11,272,4,0,0,3,240,6000,2013-05-08,,4.51,4.57,4.52,4.77,4.63,4.82,4.57,,f,1,0,1,0,1.89
857958,https://www.nocarz.pl/rooms/857958,20250305023237,2025-03-07,,Amazing old Library in the heart of Gothic UNIQUE,,"In the neighborhood you can find businesses and shops of all kind. My favorite is the Boqueria market, there you can buy all kinds of fresh food and drinks.<br />If it's very cold and you want to have chocolate with churros, just around the corner you'll find Petritxol Street, all the most famous chocolatiers in Bcn.<br />If you need to go shopping at night, there are the convenience stores that you can find anything you can think of. They're open until 12:00 AM. <br />If it's Domingo and you want to do fashion shopping, walking to port 10'you will find in C.C Maremagnum, which is open! ;-) and there you will find everything you are looking for!",https://a0.muscache.com/pictures/35685325/85be5178_original.jpg,4488448,https://www.nocarz.pl/users/show/4488448,Vicky,2012-12-25,"Barcelona, Spain","Born in Argentina, living in Barcelona since 14 years. I love to meet people from different cultures and learn new things from them. My favorite film is ""The Notebook"" and I like to listen to all kinds of music at any moment of the day, my favorite food is vietnamise and pizza. My book, ""The Alchemist"" by Paulo Coehlo is a great companion during my travels. I have a little mascot.. Nino, a persian cat with a lot of personality who I love very much and who accompanies me always. My favorite quote: CARPE DIEM! 
Greetings to everyone who reads my profile and I hope to see you soon! ",,100%,83%,f,https://a0.muscache.com/im/pictures/user/423b995a-5304-4de7-9c21-1aa7fea01e37.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/423b995a-5304-4de7-9c21-1aa7fea01e37.jpg?aki_policy=profile_x_medium,El Gòtic,2,,"['email', 'phone']",t,t,,el Barri Gòtic,Ciutat Vella,41.38444,2.17191,Private room in rental unit,Private room,,1.0,1 private bath,1,1,"[""Dedicated workspace"", ""Shampoo"", ""Refrigerator"", ""Books and reading material"", ""Drying rack for clothing"", ""Stainless steel oven"", ""Heating"", ""Clothing storage: closet and wardrobe"", ""Long term stays allowed"", ""Fast wifi \u2013 394 Mbps"", ""Hot water"", ""Private living room"", ""Iron"", ""Bed linens"", ""Portable fans"", ""Private patio or balcony"", ""Single level home"", ""Dishes and silverware"", ""Wine glasses"", ""First aid kit"", ""Courtyard view"", ""Hot water kettle"", ""Cooking basics"", ""Shared beach access"", ""Freezer"", ""Paid parking garage off premises"", ""Cleaning products"", ""32 inch TV"", ""Microwave"", ""Kitchen"", ""Elevator"", ""Hair dryer"", ""Toaster"", ""Electric stove"", ""Hangers"", ""Body soap"", ""Ethernet connection"", ""AC - split type ductless system"", ""Extra pillows and blankets"", ""Essentials"", ""Shower gel""]",$50.00,32,,31,31,340,340,31.0,340.0,,t,14,44,74,164,2025-03-07,87,11,0,164,17,255,12750,2014-05-04,2024-10-20,4.67,4.74,4.66,,4.79,,4.67,Exempt,f,2,0,2,0,
896367,https://www.nocarz.pl/rooms/896367,20250305023237,,city scrape,,"Enjoy the reflection of one of Gaudi's masterpieces in the huge windows, the basilica also known as Gaudí's Temple. Rich red, blue, and other single-color accents also shine throughout the interior, while wood floors and Smart TV catch the eye too.<br /><br />It has two bedrooms, one single and one double, two bathrooms and a spacious living room with a comfortable sofa bed.<br /><br />Upon your arrival we will provide a city and subway map.<br />Also included are linens and towels.<br />If you come with your baby we can offer you a travel cot and highchair.<br />The building has a spacious elevator and have all the facilities to make you stay with children:<br />smart TV, wi-fi, washer, dryer, and all the amenities that a modern family might need.<br /><br />Let us advise you regarding the cultural&culinary treats; we are a couple used to traveling and we know what you are going to like from our unique city.<br />We look forward you visit and enjoy our home!<br />Eli&Agus<br /><br />W","Walk to iconic landmarks places such as the Torre Agbar, the Plaza Monumental, and Gaudí Avenue. Bike down Marina Avenue to reach the beach of the Olympic Harbor in 10 minutes. Dine out in traditional restaurants and tapas bars that are all around.",https://a0.muscache.com/pictures/96eafd4c-02d3-4f15-899c-85d657239569.jpg,4101093,https://www.nocarz.pl/users/show/4101093,Eli&Agus,2012-11-09,"Barcelona, Spain","Somos una pareja a la que le encanta viajar y pasar tiempo con los amigos.
Nos gusta el mar, la montaña y descubrir rincones de nuestra ciudad paseando.
Nuestro destino favorito; imposible decidir!
Agus es marinero y ha dado la vuelta al mundo en velero!
Yo soy gestora cultural y he vivido en diferentes ciudades europeas, pero sin duda, nos quedamos con Barcelona como el mejor lugar donde vivir!
Nos encantará recomendarte sitios que sólo siendo de Barcelona conocerías!

We are a couple who loves to travel and spend time with friends.
We love the sea, the mountains and discover corners of our city walking.
Our favorite destination; impossible to decide!
Agus is a sailor and has sailed around the world!
I am a cultural manager and have lived in various European cities, but certainly, we are left with Barcelona as the best place to live!
We would love to recommend you places that only people from Barcelona would know!


",within a few hours,,100%,t,https://a0.muscache.com/im/pictures/user/ebd935c3-5aaa-4e0b-9304-10c470378da7.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ebd935c3-5aaa-4e0b-9304-10c470378da7.jpg?aki_policy=profile_x_medium,Sant Antoni,10,10,"['email', 'phone']",,t,,el Fort Pienc,Eixample,41.39892,2.17683,Entire rental unit,Entire home/apt,,2.0,2 baths,,3,"[""Electrolux electric stove"", ""Patio or balcony"", ""Dedicated workspace"", ""Coffee maker"", ""Shampoo"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Bathtub"", ""Host greets you"", ""Paid parking off premises"", ""Free dryer \u2013 In unit"", ""Heating"", ""Hot water"", ""Pack \u2019n play/Travel crib"", ""Babysitter recommendations"", ""Iron"", ""Bed linens"", ""City skyline view"", ""Oven"", ""Dishwasher"", ""TV"", ""Wifi"", ""Dishes and silverware"", ""Smoke alarm"", ""Fire extinguisher"", ""Cooking basics"", ""Crib"", ""Microwave"", ""Kitchen"", ""Elevator"", ""Hair dryer"", ""Hangers"", ""Body soap"", ""Free washer \u2013 In unit"", ""AC - split type ductless system"", ""Extra pillows and blankets"", ""Essentials"", ""High chair""]",$216.00,5,120,4,5,120,120,5.0,,,t,14,,37,37,2025-03-06,366,18,,37,21,180,38880,2013-04-12,2025-02-17,4.83,4.9,4.89,4.91,,4.83,4.8,HUTB-004813,f,8,8,0,0,2.53
